atmId,code_str,date,disbursement_amnt,money_fulfilled
55,S1A95407,2019-08-23,1610,0
55,S1A95407,2019-08-24,650,0
55,S1A95407,2019-08-25,150,0
55,S1A95407,2019-08-26,1960,0
55,S1A95407,2019-08-27,2830,0
55,S1A95407,2019-08-28,740,0
55,S1A95407,2019-08-29,1590,0
55,S1A95407,2019-08-30,510,0
55,S1A95407,2019-08-31,40,0
55,S1A95407,2019-09-01,320,0
55,S1A95407,2019-09-02,2000,0
55,S1A95407,2019-09-03,1330,0
55,S1A95407,2019-09-04,890,0
55,S1A95407,2019-09-05,240,0
55,S1A95407,2019-09-06,200,0
55,S1A95407,2019-09-07,80,0
55,S1A95407,2019-09-08,140,0
55,S1A95407,2019-09-09,150,0
55,S1A95407,2019-09-10,1240,0
55,S1A95407,2019-09-11,1070,0
55,S1A95407,2019-09-12,920,0
55,S1A95407,2019-09-13,2490,0
55,S1A95407,2019-09-14,60,0
55,S1A95407,2019-09-15,250,0
55,S1A95407,2019-09-16,1870,0
55,S1A95407,2019-09-17,1600,0
55,S1A95407,2019-09-18,1240,0
55,S1A95407,2019-09-19,930,0
55,S1A95407,2019-09-20,740,0
55,S1A95407,2019-09-21,220,0
55,S1A95407,2019-09-22,40,0
55,S1A95407,2019-09-23,700,0
55,S1A95407,2019-09-24,2010,0
55,S1A95407,2019-09-25,700,0
55,S1A95407,2019-09-26,1270,0
55,S1A95407,2019-09-27,2250,0
55,S1A95407,2019-09-28,600,0
55,S1A95407,2019-09-29,50,0
55,S1A95407,2019-09-30,1970,0
55,S1A95407,2019-10-01,2320,0
55,S1A95407,2019-10-02,490,0
55,S1A95407,2019-10-03,970,0
55,S1A95407,2019-10-04,1150,0
55,S1A95407,2019-10-06,340,0
55,S1A95407,2019-10-07,1170,0
55,S1A95407,2019-10-08,2570,0
55,S1A95407,2019-10-09,850,0
55,S1A95407,2019-10-10,1700,0
55,S1A95407,2019-10-11,780,0
55,S1A95407,2019-10-12,770,0
55,S1A95407,2019-10-13,220,0
55,S1A95407,2019-10-14,1100,0
55,S1A95407,2019-10-15,1790,0
55,S1A95407,2019-10-16,2420,0
55,S1A95407,2019-10-17,950,0
55,S1A95407,2019-10-18,2210,0
55,S1A95407,2019-10-19,120,0
55,S1A95407,2019-10-20,1030,0
55,S1A95407,2019-10-21,1390,0
55,S1A95407,2019-10-22,2990,0
55,S1A95407,2019-10-23,840,0
55,S1A95407,2019-10-24,1700,0
55,S1A95407,2019-10-25,2800,0
55,S1A95407,2019-10-26,1030,0
55,S1A95407,2019-10-27,870,0
55,S1A95407,2019-10-28,100,0
55,S1A95407,2019-10-29,700,0
55,S1A95407,2019-10-30,840,0
55,S1A95407,2019-10-31,720,0
55,S1A95407,2019-11-01,830,0
55,S1A95407,2019-11-02,550,95080
55,S1A95407,2019-11-03,730,0
55,S1A95407,2019-11-04,1430,0
55,S1A95407,2019-11-05,1130,0
55,S1A95407,2019-11-06,1230,0
55,S1A95407,2019-11-07,1310,0
55,S1A95407,2019-11-08,2450,0
55,S1A95407,2019-11-09,630,0
55,S1A95407,2019-11-10,160,0
55,S1A95407,2019-11-11,1100,0
55,S1A95407,2019-11-12,1790,0
55,S1A95407,2019-11-13,2480,0
55,S1A95407,2019-11-14,2470,0
55,S1A95407,2019-11-15,1740,0
55,S1A95407,2019-11-16,320,0
55,S1A95407,2019-11-17,710,0
55,S1A95407,2019-11-18,1110,0
55,S1A95407,2019-11-19,420,0
55,S1A95407,2019-11-20,1410,0
55,S1A95407,2019-11-21,860,0
55,S1A95407,2019-11-22,1130,0
55,S1A95407,2019-11-23,2100,0
55,S1A95407,2019-11-24,250,0
55,S1A95407,2019-11-25,1110,0
55,S1A95407,2019-11-26,3810,0
55,S1A95407,2019-11-27,1960,0
55,S1A95407,2019-11-28,1230,0
55,S1A95407,2019-11-29,1180,0
55,S1A95407,2019-11-30,960,0
55,S1A95407,2019-12-01,180,0
55,S1A95407,2019-12-02,800,0
55,S1A95407,2019-12-03,600,0
55,S1A95407,2019-12-04,2400,0
55,S1A95407,2019-12-05,680,0
55,S1A95407,2019-12-06,750,0
55,S1A95407,2019-12-07,470,0
55,S1A95407,2019-12-08,1550,0
55,S1A95407,2019-12-09,1100,0
55,S1A95407,2019-12-10,930,0
55,S1A95407,2019-12-11,650,0
55,S1A95407,2019-12-12,2550,0
55,S1A95407,2019-12-13,2000,0
55,S1A95407,2019-12-14,1310,0
55,S1A95407,2019-12-15,550,0
55,S1A95407,2019-12-16,630,0
55,S1A95407,2019-12-17,1160,0
55,S1A95407,2019-12-18,250,0
55,S1A95407,2019-12-19,1410,0
55,S1A95407,2019-12-20,1280,0
55,S1A95407,2019-12-21,390,0
55,S1A95407,2019-12-22,710,0
55,S1A95407,2019-12-23,1850,0
55,S1A95407,2019-12-24,1140,0
55,S1A95407,2019-12-25,120,0
55,S1A95407,2019-12-26,640,0
55,S1A95407,2019-12-27,800,0
55,S1A95407,2019-12-28,250,0
55,S1A95407,2019-12-29,200,0
55,S1A95407,2019-12-30,2500,0
55,S1A95407,2019-12-31,540,0
55,S1A95407,2020-01-01,610,0
55,S1A95407,2020-01-02,320,0
55,S1A95407,2020-01-03,580,0
55,S1A95407,2020-01-05,200,0
55,S1A95407,2020-01-06,20,0
55,S1A95407,2020-01-07,2160,0
55,S1A95407,2020-01-08,1440,0
55,S1A95407,2020-01-09,2010,0
55,S1A95407,2020-01-10,2560,0
55,S1A95407,2020-01-11,1080,0
55,S1A95407,2020-01-13,1000,0
55,S1A95407,2020-01-14,850,0
55,S1A95407,2020-01-15,1510,0
55,S1A95407,2020-01-16,710,0
55,S1A95407,2020-01-17,1660,0
55,S1A95407,2020-01-18,230,0
55,S1A95407,2020-01-19,230,0
55,S1A95407,2020-01-20,540,0
55,S1A95407,2020-01-21,1450,0
55,S1A95407,2020-01-22,900,0
55,S1A95407,2020-01-23,920,0
55,S1A95407,2020-01-24,2660,0
55,S1A95407,2020-01-25,690,0
55,S1A95407,2020-01-26,470,0
55,S1A95407,2020-01-27,1410,0
55,S1A95407,2020-01-28,940,0
55,S1A95407,2020-01-29,770,95520
55,S1A95407,2020-01-30,380,0
55,S1A95407,2020-01-31,1080,0
55,S1A95407,2020-02-01,1200,0
55,S1A95407,2020-02-02,1490,0
55,S1A95407,2020-02-03,780,0
55,S1A95407,2020-02-04,170,0
55,S1A95407,2020-02-05,540,0
55,S1A95407,2020-02-06,560,0
55,S1A95407,2020-02-07,1360,0
55,S1A95407,2020-02-08,250,0
55,S1A95407,2020-02-09,590,0
55,S1A95407,2020-02-10,560,0
55,S1A95407,2020-02-11,20,0
55,S1A95407,2020-02-12,1290,0
55,S1A95407,2020-02-13,3150,0
55,S1A95407,2020-02-14,800,0
55,S1A95407,2020-02-15,70,0
55,S1A95407,2020-02-16,440,0
55,S1A95407,2020-02-17,1010,0
55,S1A95407,2020-02-18,600,0
55,S1A95407,2020-02-19,2290,0
55,S1A95407,2020-02-20,190,0
55,S1A95407,2020-02-21,370,0
55,S1A95407,2020-02-22,50,0
55,S1A95407,2020-02-23,340,0
55,S1A95407,2020-02-24,300,0
55,S1A95407,2020-02-25,390,0
55,S1A95407,2020-02-26,3100,0
55,S1A95407,2020-02-27,4420,0
55,S1A95407,2020-02-28,2000,0
55,S1A95407,2020-02-29,850,0
55,S1A95407,2020-03-01,20,0
55,S1A95407,2020-03-02,160,0
55,S1A95407,2020-03-03,1100,0
55,S1A95407,2020-03-04,670,0
55,S1A95407,2020-03-05,740,0
55,S1A95407,2020-03-06,450,0
55,S1A95407,2020-03-07,120,0
55,S1A95407,2020-03-08,370,0
55,S1A95407,2020-03-09,1850,0
55,S1A95407,2020-03-10,440,0
55,S1A95407,2020-03-11,460,0
55,S1A95407,2020-03-12,1340,0
55,S1A95407,2020-03-13,3620,0
55,S1A95407,2020-03-14,850,0
55,S1A95407,2020-03-15,770,0
55,S1A95407,2020-03-16,60,0
55,S1A95407,2020-03-17,970,0
55,S1A95407,2020-03-18,450,0
55,S1A95407,2020-03-19,1200,0
55,S1A95407,2020-03-20,750,0
55,S1A95407,2020-03-21,20,0
55,S1A95407,2020-03-22,180,0
55,S1A95407,2020-03-23,140,0
55,S1A95407,2020-03-24,120,0
55,S1A95407,2020-03-25,420,0
55,S1A95407,2020-03-26,2300,0
55,S1A95407,2020-03-27,2230,0
55,S1A95407,2020-03-28,1300,0
55,S1A95407,2020-03-29,860,0
55,S1A95407,2020-03-30,1570,0
55,S1A95407,2020-03-31,720,0
55,S1A95407,2020-04-01,1560,0
55,S1A95407,2020-04-02,1030,0
55,S1A95407,2020-04-03,1070,0
55,S1A95407,2020-04-04,220,0
55,S1A95407,2020-04-05,20,0
55,S1A95407,2020-04-06,430,0
55,S1A95407,2020-04-07,570,0
55,S1A95407,2020-04-08,2580,0
55,S1A95407,2020-04-09,4130,0
55,S1A95407,2020-04-10,4500,0
55,S1A95407,2020-04-11,1320,0
55,S1A95407,2020-04-12,1030,0
55,S1A95407,2020-04-13,1430,0
55,S1A95407,2020-04-14,460,0
55,S1A95407,2020-04-15,770,0
55,S1A95407,2020-04-16,750,0
55,S1A95407,2020-04-17,90,0
55,S1A95407,2020-04-18,60,0
55,S1A95407,2020-04-19,350,0
55,S1A95407,2020-04-20,210,0
55,S1A95407,2020-04-21,1780,0
55,S1A95407,2020-04-22,1390,0
55,S1A95407,2020-04-23,650,0
55,S1A95407,2020-04-24,3660,0
55,S1A95407,2020-04-25,2140,0
55,S1A95407,2020-04-26,100,0
55,S1A95407,2020-04-27,630,0
55,S1A95407,2020-04-28,1170,0
55,S1A95407,2020-04-29,1460,0
55,S1A95407,2020-04-30,2180,0
55,S1A95407,2020-05-01,640,95270
55,S1A95407,2020-05-02,420,0
55,S1A95407,2020-05-03,620,0
55,S1A95407,2020-05-04,1360,0
55,S1A95407,2020-05-05,1120,0
55,S1A95407,2020-05-06,790,0
55,S1A95407,2020-05-07,1620,0
55,S1A95407,2020-05-08,1300,0
55,S1A95407,2020-05-09,1610,0
55,S1A95407,2020-05-10,140,0
55,S1A95407,2020-05-11,1020,0
55,S1A95407,2020-05-12,1070,0
55,S1A95407,2020-05-13,2860,0
55,S1A95407,2020-05-14,950,0
55,S1A95407,2020-05-15,810,0
55,S1A95407,2020-05-16,1360,0
55,S1A95407,2020-05-17,510,0
55,S1A95407,2020-05-18,560,0
55,S1A95407,2020-05-19,860,0
55,S1A95407,2020-05-20,1420,0
55,S1A95407,2020-05-21,2020,0
55,S1A95407,2020-05-22,540,0
55,S1A95407,2020-05-23,280,0
55,S1A95407,2020-05-24,290,0
55,S1A95407,2020-05-25,640,0
55,S1A95407,2020-05-26,770,0
55,S1A95407,2020-05-27,2630,0
55,S1A95407,2020-05-28,1480,0
55,S1A95407,2020-05-29,2720,0
55,S1A95407,2020-05-30,590,0
55,S1A95407,2020-05-31,1120,0
55,S1A95407,2020-06-01,550,0
55,S1A95407,2020-06-02,1580,0
55,S1A95407,2020-06-03,950,0
55,S1A95407,2020-06-04,420,0
55,S1A95407,2020-06-05,1060,0
55,S1A95407,2020-06-06,80,0
55,S1A95407,2020-06-07,250,0
55,S1A95407,2020-06-08,110,0
55,S1A95407,2020-06-09,1310,0
55,S1A95407,2020-06-10,1840,0
55,S1A95407,2020-06-11,420,0
55,S1A95407,2020-06-12,1680,0
55,S1A95407,2020-06-13,530,0
55,S1A95407,2020-06-14,200,0
55,S1A95407,2020-06-15,2200,0
55,S1A95407,2020-06-16,1560,0
55,S1A95407,2020-06-17,1000,0
55,S1A95407,2020-06-18,770,0
55,S1A95407,2020-06-19,360,0
55,S1A95407,2020-06-20,160,0
55,S1A95407,2020-06-21,450,0
55,S1A95407,2020-06-22,750,0
55,S1A95407,2020-06-23,920,0
55,S1A95407,2020-06-24,300,0
55,S1A95407,2020-06-25,1540,0
55,S1A95407,2020-06-26,1150,0
55,S1A95407,2020-06-27,1830,0
55,S1A95407,2020-06-28,930,0
55,S1A95407,2020-06-29,1620,0
55,S1A95407,2020-06-30,1500,0
55,S1A95407,2020-07-01,660,0
55,S1A95407,2020-07-02,600,0
55,S1A95407,2020-07-03,380,0
55,S1A95407,2020-07-04,700,0
55,S1A95407,2020-07-05,470,0
55,S1A95407,2020-07-06,1300,0
55,S1A95407,2020-07-07,1250,0
55,S1A95407,2020-07-08,230,0
55,S1A95407,2020-07-09,1640,0
55,S1A95407,2020-07-10,1490,0
55,S1A95407,2020-07-11,2270,0
55,S1A95407,2020-07-12,130,0
55,S1A95407,2020-07-13,130,0
55,S1A95407,2020-07-14,1130,0
55,S1A95407,2020-07-15,1540,0
55,S1A95407,2020-07-16,1260,0
55,S1A95407,2020-07-17,330,0
55,S1A95407,2020-07-18,380,0
55,S1A95407,2020-07-19,160,0
55,S1A95407,2020-07-20,1170,0
55,S1A95407,2020-07-21,690,0
55,S1A95407,2020-07-22,1010,0
55,S1A95407,2020-07-23,1070,0
55,S1A95407,2020-07-24,2230,0
55,S1A95407,2020-07-25,970,0
55,S1A95407,2020-07-26,300,0
55,S1A95407,2020-07-27,940,0
55,S1A95407,2020-07-28,890,0
55,S1A95407,2020-07-29,620,0
55,S1A95407,2020-07-30,990,0
55,S1A95407,2020-07-31,770,0
55,S1A95407,2020-08-01,1340,0
55,S1A95407,2020-08-02,100,0
55,S1A95407,2020-08-04,60,0
55,S1A95407,2020-08-05,1090,0
55,S1A95407,2020-08-06,1020,0
55,S1A95407,2020-08-07,970,0
55,S1A95407,2020-08-08,820,0
55,S1A95407,2020-08-09,930,95530
55,S1A95407,2020-08-10,420,0
55,S1A95407,2020-08-11,100,0
55,S1A95407,2020-08-12,1380,0
55,S1A95407,2020-08-14,1240,0
55,S1A95407,2020-08-15,470,0
55,S1A95407,2020-08-16,500,0
55,S1A95407,2020-08-17,60,0
55,S1A95407,2020-08-18,100,0
55,S1A95407,2020-08-19,780,0
55,S1A95407,2020-08-20,280,0
55,S1A95407,2020-08-21,260,0
55,S1A95407,2020-08-22,420,0
55,S1A95407,2020-08-23,420,0
55,S1A95407,2020-08-24,120,0
55,S1A95407,2020-08-25,620,0
55,S1A95407,2020-08-26,1530,0
55,S1A95407,2020-08-27,1610,0
55,S1A95407,2020-08-28,2400,0
55,S1A95407,2020-08-29,1480,0
55,S1A95407,2020-08-30,180,0
55,S1A95407,2020-08-31,730,0
55,S1A95407,2020-09-01,1980,0
55,S1A95407,2020-09-02,430,0
55,S1A95407,2020-09-03,210,0
55,S1A95407,2020-09-04,620,0
55,S1A95407,2020-09-05,1280,0
55,S1A95407,2020-09-06,420,0
55,S1A95407,2020-09-07,800,0
55,S1A95407,2020-09-08,970,0
55,S1A95407,2020-09-09,1160,0
55,S1A95407,2020-09-10,1550,0
55,S1A95407,2020-09-11,1340,0
55,S1A95407,2020-09-12,1470,0
55,S1A95407,2020-09-13,1310,0
55,S1A95407,2020-09-14,590,0
55,S1A95407,2020-09-15,900,0
55,S1A95407,2020-09-16,760,0
55,S1A95407,2020-09-17,1370,0
55,S1A95407,2020-09-18,1020,0
55,S1A95407,2020-09-20,790,0
55,S1A95407,2020-09-21,280,0
55,S1A95407,2020-09-22,350,0
55,S1A95407,2020-09-23,600,0
55,S1A95407,2020-09-24,800,0
55,S1A95407,2020-09-25,1130,0
55,S1A95407,2020-09-26,400,0
55,S1A95407,2020-09-27,470,0
55,S1A95407,2020-09-28,200,0
55,S1A95407,2020-09-29,1230,0
55,S1A95407,2020-09-30,280,0
55,S1A95407,2020-10-01,1150,0
55,S1A95407,2020-10-02,740,0
55,S1A95407,2020-10-03,1240,0
55,S1A95407,2020-10-04,730,0
55,S1A95407,2020-10-05,1010,0
55,S1A95407,2020-10-06,280,0
55,S1A95407,2020-10-07,780,0
55,S1A95407,2020-10-08,170,0
55,S1A95407,2020-10-09,1380,0
55,S1A95407,2020-10-10,600,0
55,S1A95407,2020-10-12,2180,0
55,S1A95407,2020-10-13,1600,0
55,S1A95407,2020-10-14,1530,0
55,S1A95407,2020-10-15,1020,0
55,S1A95407,2020-10-16,390,0
55,S1A95407,2020-10-17,660,0
55,S1A95407,2020-10-18,70,0
55,S1A95407,2020-10-19,60,0
55,S1A95407,2020-10-20,500,0
55,S1A95407,2020-10-21,750,0
55,S1A95407,2020-10-22,330,0
55,S1A95407,2020-10-23,240,0
55,S1A95407,2020-10-24,730,0
55,S1A95407,2020-10-25,510,0
55,S1A95407,2020-10-26,1160,0
55,S1A95407,2020-10-27,1200,0
55,S1A95407,2020-10-28,710,0
55,S1A95407,2020-10-29,610,0
55,S1A95407,2020-10-30,1360,0
55,S1A95407,2020-10-31,260,0
55,S1A95407,2020-11-01,330,0
55,S1A95407,2020-11-02,950,0
55,S1A95407,2020-11-03,1700,0
55,S1A95407,2020-11-04,660,0
55,S1A95407,2020-11-05,160,0
55,S1A95407,2020-11-06,2100,0
55,S1A95407,2020-11-07,730,0
55,S1A95407,2020-11-09,1100,0
55,S1A95407,2020-11-10,1120,0
55,S1A95407,2020-11-11,120,0
55,S1A95407,2020-11-12,280,0
55,S1A95407,2020-11-13,980,0
55,S1A95407,2020-11-14,1680,0
55,S1A95407,2020-11-15,220,0
55,S1A95407,2020-11-16,550,0
55,S1A95407,2020-11-17,860,0
55,S1A95407,2020-11-18,460,0
55,S1A95407,2020-11-19,500,0
55,S1A95407,2020-11-20,380,0
55,S1A95407,2020-11-21,450,0
55,S1A95407,2020-11-22,120,0
55,S1A95407,2020-11-23,360,0
55,S1A95407,2020-11-24,570,0
55,S1A95407,2020-11-25,1530,0
55,S1A95407,2020-11-26,820,0
55,S1A95407,2020-11-27,670,0
55,S1A95407,2020-11-28,1040,0
55,S1A95407,2020-11-29,1230,0
55,S1A95407,2020-11-30,890,0
55,S1A95407,2020-12-01,360,0
55,S1A95407,2020-12-02,750,0
55,S1A95407,2020-12-03,1120,0
55,S1A95407,2020-12-04,240,0
55,S1A95407,2020-12-05,680,0
55,S1A95407,2020-12-06,600,0
55,S1A95407,2020-12-07,330,0
55,S1A95407,2020-12-08,550,0
55,S1A95407,2020-12-09,2270,0
55,S1A95407,2020-12-10,880,0
55,S1A95407,2020-12-11,2480,96580
55,S1A95407,2020-12-12,460,0
55,S1A95407,2020-12-14,1490,0
55,S1A95407,2020-12-15,400,0
55,S1A95407,2020-12-16,70,0
55,S1A95407,2020-12-17,500,0
55,S1A95407,2020-12-18,180,0
55,S1A95407,2020-12-19,570,0
55,S1A95407,2020-12-20,360,0
55,S1A95407,2020-12-21,630,0
55,S1A95407,2020-12-22,1220,0
55,S1A95407,2020-12-23,950,0
55,S1A95407,2020-12-24,890,0
55,S1A95407,2020-12-25,280,0
55,S1A95407,2020-12-26,820,0
55,S1A95407,2020-12-27,1170,0
55,S1A95407,2020-12-28,1000,0
55,S1A95407,2020-12-29,230,0
55,S1A95407,2020-12-30,860,0
55,S1A95407,2020-12-31,440,0
55,S1A95407,2021-01-01,120,0
55,S1A95407,2021-01-02,60,0
55,S1A95407,2021-01-03,480,0
55,S1A95407,2021-01-04,20,0
55,S1A95407,2021-01-05,680,0
55,S1A95407,2021-01-06,190,0
55,S1A95407,2021-01-07,610,0
55,S1A95407,2021-01-08,1030,0
55,S1A95407,2021-01-09,630,0
55,S1A95407,2021-01-10,420,0
55,S1A95407,2021-01-11,1360,0
55,S1A95407,2021-01-12,420,0
55,S1A95407,2021-01-13,2970,0
55,S1A95407,2021-01-14,1110,0
55,S1A95407,2021-01-15,810,0
55,S1A95407,2021-01-16,20,0
55,S1A95407,2021-01-17,280,0
55,S1A95407,2021-01-18,950,0
55,S1A95407,2021-01-19,640,0
55,S1A95407,2021-01-20,1380,0
55,S1A95407,2021-01-21,1080,0
55,S1A95407,2021-01-22,50,0
55,S1A95407,2021-01-23,20,0
55,S1A95407,2021-01-24,290,0
55,S1A95407,2021-01-25,620,0
55,S1A95407,2021-01-27,1190,0
55,S1A95407,2021-01-28,990,0
55,S1A95407,2021-01-29,720,0
55,S1A95407,2021-01-30,790,0
55,S1A95407,2021-01-31,300,0
55,S1A95407,2021-02-01,110,0
55,S1A95407,2021-02-02,1310,0
55,S1A95407,2021-02-03,380,0
55,S1A95407,2021-02-04,600,0
55,S1A95407,2021-02-05,690,0
55,S1A95407,2021-02-06,610,0
55,S1A95407,2021-02-07,730,0
55,S1A95407,2021-02-08,1630,0
55,S1A95407,2021-02-09,830,0
55,S1A95407,2021-02-10,340,0
55,S1A95407,2021-02-11,950,0
55,S1A95407,2021-02-12,2180,0
55,S1A95407,2021-02-13,2460,0
55,S1A95407,2021-02-14,240,0
55,S1A95407,2021-02-15,2030,0
55,S1A95407,2021-02-16,910,0
55,S1A95407,2021-02-17,1130,0
55,S1A95407,2021-02-18,560,0
55,S1A95407,2021-02-19,330,0
55,S1A95407,2021-02-20,540,0
55,S1A95407,2021-02-22,420,0
55,S1A95407,2021-02-23,1040,0
55,S1A95407,2021-02-24,120,0
55,S1A95407,2021-02-25,1760,0
55,S1A95407,2021-02-26,2550,0
55,S1A95407,2021-02-27,2400,0
55,S1A95407,2021-02-28,130,0
55,S1A95407,2021-03-01,1810,0
55,S1A95407,2021-03-02,990,0
55,S1A95407,2021-03-03,1910,0
55,S1A95407,2021-03-04,660,0
55,S1A95407,2021-03-05,1220,0
55,S1A95407,2021-03-06,550,0
55,S1A95407,2021-03-07,520,0
55,S1A95407,2021-03-08,1780,0
55,S1A95407,2021-03-09,1060,0
55,S1A95407,2021-03-10,1040,0
55,S1A95407,2021-03-11,1140,0
55,S1A95407,2021-03-12,2240,0
55,S1A95407,2021-03-13,140,0
55,S1A95407,2021-03-14,1310,0
55,S1A95407,2021-03-15,180,0
55,S1A95407,2021-03-16,420,0
55,S1A95407,2021-03-17,1080,0
55,S1A95407,2021-03-18,760,0
55,S1A95407,2021-03-19,450,0
55,S1A95407,2021-03-20,270,0
55,S1A95407,2021-03-22,520,0
55,S1A95407,2021-03-23,40,0
55,S1A95407,2021-03-24,390,0
55,S1A95407,2021-03-25,1120,0
55,S1A95407,2021-03-26,1590,0
55,S1A95407,2021-03-27,390,0
55,S1A95407,2021-03-28,500,0
55,S1A95407,2021-03-29,780,0
55,S1A95407,2021-03-30,40,0
55,S1A95407,2021-03-31,270,0
55,S1A95407,2021-04-01,900,0
55,S1A95407,2021-04-02,640,0
55,S1A95407,2021-04-03,440,0
55,S1A95407,2021-04-04,1270,0
55,S1A95407,2021-04-05,360,0
55,S1A95407,2021-04-06,520,0
55,S1A95407,2021-04-07,360,0
55,S1A95407,2021-04-08,140,0
55,S1A95407,2021-04-09,2120,0
55,S1A95407,2021-04-10,830,0
55,S1A95407,2021-04-11,410,0
55,S1A95407,2021-04-12,1030,0
55,S1A95407,2021-04-13,1690,95610
55,S1A95407,2021-04-14,1340,0
55,S1A95407,2021-04-15,1440,0
55,S1A95407,2021-04-16,420,0
55,S1A95407,2021-04-17,840,0
55,S1A95407,2021-04-18,70,0
55,S1A95407,2021-04-19,850,0
55,S1A95407,2021-04-20,220,0
55,S1A95407,2021-04-21,320,0
55,S1A95407,2021-04-22,770,0
55,S1A95407,2021-04-23,1210,0
55,S1A95407,2021-04-24,230,0
55,S1A95407,2021-04-25,230,0
55,S1A95407,2021-04-26,1490,0
55,S1A95407,2021-04-27,2500,0
55,S1A95407,2021-04-28,2270,0
55,S1A95407,2021-04-29,1630,0
55,S1A95407,2021-04-30,1510,0
55,S1A95407,2021-05-01,20,0
55,S1A95407,2021-05-03,680,0
55,S1A95407,2021-05-04,560,0
55,S1A95407,2021-05-05,540,0
55,S1A95407,2021-05-06,320,0
55,S1A95407,2021-05-07,580,0
55,S1A95407,2021-05-08,940,0
55,S1A95407,2021-05-09,340,0
55,S1A95407,2021-05-10,1160,0
55,S1A95407,2021-05-11,1860,0
55,S1A95407,2021-05-12,980,0
55,S1A95407,2021-05-13,1670,0
55,S1A95407,2021-05-14,2460,0
55,S1A95407,2021-05-15,1020,0
55,S1A95407,2021-05-16,460,0
55,S1A95407,2021-05-17,930,0
55,S1A95407,2021-05-18,1590,0
55,S1A95407,2021-05-19,1650,0
55,S1A95407,2021-05-20,1110,0
55,S1A95407,2021-05-21,1410,0
55,S1A95407,2021-05-22,610,0
55,S1A95407,2021-05-23,120,0
55,S1A95407,2021-05-24,100,0
55,S1A95407,2021-05-25,840,0
55,S1A95407,2021-05-26,1170,0
55,S1A95407,2021-05-27,2180,0
55,S1A95407,2021-05-28,220,0
55,S1A95407,2021-05-29,570,0
55,S1A95407,2021-05-30,740,0
55,S1A95407,2021-05-31,490,0
55,S1A95407,2021-06-01,1100,0
55,S1A95407,2021-06-02,2120,0
55,S1A95407,2021-06-03,650,0
55,S1A95407,2021-06-04,700,0
55,S1A95407,2021-06-05,650,0
55,S1A95407,2021-06-06,340,0
55,S1A95407,2021-06-07,670,0
55,S1A95407,2021-06-08,1390,0
55,S1A95407,2021-06-09,470,0
55,S1A95407,2021-06-10,780,0
55,S1A95407,2021-06-11,1420,0
55,S1A95407,2021-06-12,1440,0
55,S1A95407,2021-06-13,350,0
55,S1A95407,2021-06-14,1470,0
55,S1A95407,2021-06-15,950,0
55,S1A95407,2021-06-16,470,0
55,S1A95407,2021-06-17,680,0
55,S1A95407,2021-06-18,120,0
55,S1A95407,2021-06-19,120,0
55,S1A95407,2021-06-20,240,0
55,S1A95407,2021-06-21,290,0
55,S1A95407,2021-06-22,790,0
55,S1A95407,2021-06-23,330,0
55,S1A95407,2021-06-24,1130,0
55,S1A95407,2021-06-25,2010,0
55,S1A95407,2021-06-26,500,0
55,S1A95407,2021-06-27,660,0
55,S1A95407,2021-06-28,480,0
55,S1A95407,2021-06-29,1080,0
55,S1A95407,2021-06-30,2700,0
55,S1A95407,2021-07-01,550,0
55,S1A95407,2021-07-02,360,0
55,S1A95407,2021-07-03,600,0
55,S1A95407,2021-07-05,720,0
55,S1A95407,2021-07-06,2000,0
55,S1A95407,2021-07-07,3170,0
55,S1A95407,2021-07-08,1110,0
55,S1A95407,2021-07-09,1110,0
55,S1A95407,2021-07-10,220,0
55,S1A95407,2021-07-11,540,0
55,S1A95407,2021-07-12,410,0
55,S1A95407,2021-07-13,2100,0
55,S1A95407,2021-07-14,1560,0
55,S1A95407,2021-07-15,530,0
55,S1A95407,2021-07-16,430,0
55,S1A95407,2021-07-17,240,0
55,S1A95407,2021-07-18,390,0
55,S1A95407,2021-07-19,130,0
55,S1A95407,2021-07-20,560,0
55,S1A95407,2021-07-21,60,0
55,S1A95407,2021-07-22,340,0
55,S1A95407,2021-07-23,790,0
55,S1A95407,2021-07-24,400,0
55,S1A95407,2021-07-25,770,0
55,S1A95407,2021-07-26,1370,0
55,S1A95407,2021-07-27,2200,0
55,S1A95407,2021-07-28,730,0
55,S1A95407,2021-07-29,1860,96010
55,S1A95407,2021-07-30,630,0
55,S1A95407,2021-07-31,840,0
55,S1A95407,2021-08-01,240,0
55,S1A95407,2021-08-02,1090,0
55,S1A95407,2021-08-03,440,0
55,S1A95407,2021-08-04,2530,0
55,S1A95407,2021-08-05,800,0
55,S1A95407,2021-08-06,1290,0
55,S1A95407,2021-08-07,640,0
55,S1A95407,2021-08-08,160,0
55,S1A95407,2021-08-09,670,0
55,S1A95407,2021-08-10,140,0
55,S1A95407,2021-08-11,480,0
55,S1A95407,2021-08-12,1900,0
55,S1A95407,2021-08-13,1490,0
55,S1A95407,2021-08-14,690,0
55,S1A95407,2021-08-15,310,0
55,S1A95407,2021-08-16,830,0
55,S1A95407,2021-08-18,80,0
55,S1A95407,2021-08-19,430,0
55,S1A95407,2021-08-20,440,0
55,S1A95407,2021-08-21,810,0
55,S1A95407,2021-08-22,400,0
55,S1A95407,2021-08-23,580,0
55,S1A95407,2021-08-24,840,0
55,S1A95407,2021-08-25,860,0
55,S1A95407,2021-08-26,1180,0
